,crash_date,crash_time,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,collision_id,vehicle_type_code1,latitude,longitude,location,on_street_name,borough,zip_code,off_street_name,contributing_factor_vehicle_2,vehicle_type_code2,contributing_factor_vehicle_3,vehicle_type_code_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,vehicle_type_code_4,vehicle_type_code_5,crash_year
31351,2020-12-23T00:00:00.000,2025-11-21 19:34:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4379372.0,Bus,40.71453,-73.9444,"{'latitude': 40.71453, 'longitude': -73.9444}",GRAHAM AVENUE                   ,BROOKLYN,11211.0,METROPOLITAN AVENUE,Unspecified,Bike,,,,,,,2020.0
31385,2020-12-11T00:00:00.000,2025-11-21 07:26:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Passing or Lane Usage Improper,4375361.0,Box Truck,40.797306,-73.93446,"{'latitude': 40.797306, 'longitude': -73.93446}",1 AVENUE                        ,MANHATTAN,10035.0,EAST 118 STREET,Unspecified,Bike,Unspecified,Sedan,,,,,2020.0
31476,2021-01-07T00:00:00.000,2025-11-21 00:48:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4382059.0,Taxi,40.814934,-73.91496,"{'latitude': 40.814934, 'longitude': -73.91496}",EAST 149 STREET                 ,,,,Unspecified,Bike,,,,,,,2021.0
31596,2020-11-28T00:00:00.000,2025-11-21 20:45:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4372727.0,Convertible,,,,tunnel exit street              ,MANHATTAN,10016.0,east 38 street,Unspecified,Bike,,,,,,,2020.0
31599,2020-11-07T00:00:00.000,2025-11-21 00:59:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4365099.0,Station Wagon/Sport Utility Vehicle,40.68419,-73.8703,"{'latitude': 40.68419, 'longitude': -73.8703}",AUTUMN AVENUE                   ,BROOKLYN,11208.0,FULTON STREET,Unspecified,Bike,,,,,,,2020.0
31742,2020-11-01T00:00:00.000,2025-11-21 16:27:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4363262.0,Station Wagon/Sport Utility Vehicle,40.784943,-73.946594,"{'latitude': 40.784943, 'longitude': -73.946594}",EAST 97 STREET                  ,MANHATTAN,10029.0,2 AVENUE,Unspecified,Bike,,,,,,,2020.0
31862,2020-11-05T00:00:00.000,2025-11-21 13:44:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Passing or Lane Usage Improper,4365518.0,Tractor Truck Diesel,40.804695,-73.92239,"{'latitude': 40.804695, 'longitude': -73.92239000000001}",BRUCKNER BOULEVARD              ,BRONX,10454.0,BROWN PLACE,Unspecified,Bike,,,,,,,2020.0
32260,2020-09-10T00:00:00.000,2025-11-21 00:35:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4346641.0,Sedan,40.61462,-73.968666,"{'latitude': 40.61462, 'longitude': -73.968666}",OCEAN PARKWAY                   ,BROOKLYN,11230.0,AVENUE N,Unspecified,Bike,,,,,,,2020.0
32544,2020-09-04T00:00:00.000,2025-11-21 09:32:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4344891.0,Sedan,40.8252,-73.867714,"{'latitude': 40.8252, 'longitude': -73.867714}",BRUCKNER BOULEVARD              ,,,ROSEDALE AVENUE,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,,,,,,,2020.0
32576,2020-10-03T00:00:00.000,2025-11-21 07:40:00,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Unsafe Speed,4354880.0,Motorcycle,40.644455,-74.0183,"{'latitude': 40.644455, 'longitude': -74.0183}",3 AVENUE                        ,BROOKLYN,11220.0,56 STREET,Traffic Control Disregarded,Bike,,,,,,,2020.0
32652,2020-09-07T00:00:00.000,2025-11-21 00:35:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4345623.0,Bus,40.70113,-73.96087,"{'latitude': 40.70113, 'longitude': -73.96087}",WILLIAMSBURG STREET EAST        ,BROOKLYN,11249.0,WYTHE AVENUE,Unspecified,Bike,,,,,,,2020.0
32939,2020-09-02T00:00:00.000,2025-11-21 23:23:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Traffic Control Disregarded,4344340.0,Bus,40.756996,-73.90784,"{'latitude': 40.756996, 'longitude': -73.90784}",31 AVENUE                       ,QUEENS,11377.0,51 STREET,Unspecified,Bike,,,,,,,2020.0
33192,2020-07-10T00:00:00.000,2025-11-21 10:12:00,AVENUE L                                ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4328970.0,Taxi,40.634815,-73.901276,"{'latitude': 40.634815, 'longitude': -73.901276}",,,,,Unspecified,Bike,,,,,,,2020.0
33545,2020-08-15T00:00:00.000,2025-11-21 05:41:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Traffic Control Disregarded,4338478.0,Sedan,40.833843,-73.94851,"{'latitude': 40.833843, 'longitude': -73.94851}",WEST 155 STREET                 ,MANHATTAN,10032.0,RIVERSIDE DRIVE,Unspecified,Bike,,,,,,,2020.0
33737,2020-08-07T00:00:00.000,2025-11-21 14:30:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,4336574.0,Station Wagon/Sport Utility Vehicle,40.8344,-73.87276,"{'latitude': 40.8344, 'longitude': -73.87276}",EAST 174 STREET                 ,BRONX,10472.0,FTELEY AVENUE,Unspecified,Bike,,,,,,,2020.0
33907,2020-06-11T00:00:00.000,2025-11-21 16:53:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4319421.0,Box Truck,40.812622,-73.92934,"{'latitude': 40.812622, 'longitude': -73.92934}",PARK AVENUE                     ,,,,Unspecified,Bike,,,,,,,2020.0
34064,2020-06-20T00:00:00.000,2025-11-21 17:07:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4321576.0,Station Wagon/Sport Utility Vehicle,,,,SHORE ROAD                      ,,,CITY ISLAND ROAD,Unspecified,Bike,,,,,,,2020.0
34244,2020-04-28T00:00:00.000,2025-11-21 16:33:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4310960.0,Bus,40.643063,-73.95166,"{'latitude': 40.643063, 'longitude': -73.95166}",ROGERS AVENUE                   ,BROOKLYN,11226.0,CLARENDON ROAD,Unspecified,Bike,,,,,,,2020.0
34258,2020-06-05T00:00:00.000,2025-11-21 19:45:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,4318417.0,Taxi,40.809105,-73.9229,"{'latitude': 40.809105, 'longitude': -73.9229}",EAST 138 STREET                 ,BRONX,10454.0,WILLIS AVENUE,Unspecified,Bike,,,,,,,2020.0
34272,2020-05-05T00:00:00.000,2025-11-21 10:18:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Backing Unsafely,4312935.0,Taxi,40.73136,-73.98257,"{'latitude': 40.73136, 'longitude': -73.98257}",EAST 14 STREET                  ,,,,Unspecified,Bike,,,,,,,2020.0
34484,2020-05-22T00:00:00.000,2025-11-21 08:20:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Failure to Yield Right-of-Way,4315124.0,Pick-up Truck,40.602074,-74.1672,"{'latitude': 40.602074, 'longitude': -74.1672}",ARLENE STREET                   ,,,SIGNS ROAD,Traffic Control Disregarded,Bike,,,,,,,2020.0
34990,2020-01-30T00:00:00.000,2025-11-21 14:39:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4282767.0,Flat Rack,,,,VANDERVOORT AVENUE              ,BROOKLYN,11211.0,REWE STREET,Unspecified,Bike,Unspecified,Pick-up Truck,Unspecified,Unspecified,Sedan,Sedan,2020.0
35050,2019-12-18T00:00:00.000,2025-11-21 07:48:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pavement Slippery,4260442.0,Bus,40.78858,-73.955284,"{'latitude': 40.78858, 'longitude': -73.955284}",TRANSVERSE ROAD NUMBER FOUR     ,,,,Unspecified,Bike,,,,,,,2019.0
35680,2019-11-09T00:00:00.000,2025-11-21 02:33:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Traffic Control Disregarded,4239304.0,Dump,40.801754,-73.93121,"{'latitude': 40.801754, 'longitude': -73.93121}",1 AVENUE                        ,,,EAST 125 STREET,Unspecified,Bike,,,,,,,2019.0
35728,2019-10-30T00:00:00.000,2025-11-21 10:09:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4236734.0,Station Wagon/Sport Utility Vehicle,40.6094,-73.967674,"{'latitude': 40.6094, 'longitude': -73.967674}",OCEAN PARKWAY                   ,BROOKLYN,11230.0,AVENUE P,Unspecified,Bike,,,,,,,2019.0
35800,2019-10-13T00:00:00.000,2025-11-21 13:27:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4227325.0,Station Wagon/Sport Utility Vehicle,40.612522,-73.81978,"{'latitude': 40.612522, 'longitude': -73.81978}",CROSS BAY BOULEVARD             ,QUEENS,11693.0,EAST 4 ROAD,Unspecified,Bike,,,,,,,2019.0
36018,2019-09-21T00:00:00.000,2025-11-21 13:54:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,4210973.0,Dump,40.740913,-73.95226,"{'latitude': 40.740913, 'longitude': -73.95226}",BORDEN AVENUE                   ,QUEENS,11101.0,11 STREET,Unspecified,Bike,,,,,,,2019.0
36125,2019-10-05T00:00:00.000,2025-11-21 10:33:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Failure to Yield Right-of-Way,4225519.0,Pick-up Truck,40.628803,-73.97404,"{'latitude': 40.628803, 'longitude': -73.97404}",SETON PLACE                     ,,,FOSTER AVENUE,Unspecified,Bike,,,,,,,2019.0
36709,2019-08-11T00:00:00.000,2025-11-21 12:27:00,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Unsafe Speed,4188033.0,Sedan,40.619984,-73.96427,"{'latitude': 40.619984, 'longitude': -73.96427}",CONEY ISLAND AVENUE             ,BROOKLYN,11230.0,AVENUE L,Unspecified,Bike,Unspecified,Station Wagon/Sport Utility Vehicle,,,,,2019.0
36742,2019-07-23T00:00:00.000,2025-11-21 12:00:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Traffic Control Disregarded,4175816.0,Tow Truck / Wrecker,40.633858,-74.12596,"{'latitude': 40.633858, 'longitude': -74.12596}",CLOVE ROAD                      ,STATEN ISLAND,10310.0,CASTLETON AVENUE,Unspecified,Bike,,,,,,,2019.0
36937,2019-07-29T00:00:00.000,2025-11-21 08:41:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4179197.0,Station Wagon/Sport Utility Vehicle,40.656124,-74.00591,"{'latitude': 40.656124, 'longitude': -74.00591}",3 AVENUE                        ,BROOKLYN,11232.0,35 STREET,Unspecified,Bike,Unspecified,Tractor Truck Diesel,,,,,2019.0
36984,2019-07-23T00:00:00.000,2025-11-21 15:51:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,4175814.0,Box Truck,40.7263,-73.94913,"{'latitude': 40.7263, 'longitude': -73.94913}",MC GUINNESS BOULEVARD           ,BROOKLYN,11222.0,NORMAN AVENUE,Unspecified,Bike,,,,,,,2019.0
37446,2019-06-27T00:00:00.000,2025-11-21 20:59:00,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Driver Inattention/Distraction,4163415.0,Station Wagon/Sport Utility Vehicle,40.667027,-73.911026,"{'latitude': 40.667027, 'longitude': -73.911026}",CHESTER STREET                  ,BROOKLYN,11212.0,SUTTER AVENUE,Traffic Control Disregarded,Bike,,,,,,,2019.0
37514,2019-07-01T00:00:00.000,2025-11-21 12:23:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,4163168.0,Concrete Mixer,40.70621,-73.939606,"{'latitude': 40.70621, 'longitude': -73.939606}",BOERUM STREET                   ,BROOKLYN,11206.0,BUSHWICK AVENUE,Unspecified,Bike,,,,,,,2019.0
37592,2019-06-24T00:00:00.000,2025-11-21 09:24:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unsafe Lane Changing,4158019.0,Box Truck,,,,AVENUE OF AMERICAS              ,MANHATTAN,10010.0,WEST 23 STREET,Unspecified,Bike,,,,,,,2019.0
37825,2019-06-09T00:00:00.000,2025-11-21 22:37:00,,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,Alcohol Involvement,4148419.0,Sedan,40.65375,-73.90166,"{'latitude': 40.65375, 'longitude': -73.90166}",AVENUE D                        ,,,,Unspecified,Bike,,,,,,,2019.0
38027,2019-05-11T00:00:00.000,2025-11-21 17:25:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Traffic Control Disregarded,4129647.0,Station Wagon/Sport Utility Vehicle,40.67657,-73.94431,"{'latitude': 40.67657, 'longitude': -73.94431}",DEAN STREET                     ,BROOKLYN,11216.0,BROOKLYN AVENUE,Unspecified,Bike,,,,,,,2019.0
38299,2019-05-12T00:00:00.000,2025-11-21 20:19:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4130445.0,Station Wagon/Sport Utility Vehicle,40.605072,-73.92988,"{'latitude': 40.605072, 'longitude': -73.92988}",AVENUE U                        ,,,,Unspecified,Bike,,,,,,,2019.0
38644,2019-04-17T00:00:00.000,2025-11-21 17:31:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4116560.0,Box Truck,40.630672,-73.981895,"{'latitude': 40.630672, 'longitude': -73.981895}",47 STREET                       ,,,,Unspecified,Bike,,,,,,,2019.0
38960,2019-03-14T00:00:00.000,2025-11-21 07:52:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Traffic Control Disregarded,4096754.0,Sedan,40.74223,-73.95885,"{'latitude': 40.74223, 'longitude': -73.95885}",BORDEN AVENUE                   ,QUEENS,11101.0,2 STREET,Unspecified,Bike,,,,,,,2019.0
39005,2019-02-04T00:00:00.000,2025-11-21 05:50:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4074720.0,Tanker,40.759163,-73.988396,"{'latitude': 40.759163, 'longitude': -73.988396}",8 AVENUE                        ,MANHATTAN,10036.0,WEST 45 STREET,Unspecified,Bike,,,,,,,2019.0
39029,2019-02-28T00:00:00.000,2025-11-21 23:36:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,4091103.0,Tanker,40.70801,-73.95673,"{'latitude': 40.70801, 'longitude': -73.95673}",BROADWAY                        ,BROOKLYN,11211.0,RODNEY STREET,Unspecified,Bike,,,,,,,2019.0
39381,2019-01-26T00:00:00.000,2025-11-21 18:48:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,4069339.0,Station Wagon/Sport Utility Vehicle,40.60438,-73.973976,"{'latitude': 40.60438, 'longitude': -73.973976}",KINGS HIGHWAY                   ,BROOKLYN,11223.0,VAN SICKLEN STREET,Unspecified,Bike,,,,,,,2019.0
39464,2019-01-04T00:00:00.000,2025-11-21 03:55:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unsafe Speed,4061640.0,Van,40.668667,-73.868324,"{'latitude': 40.668667, 'longitude': -73.868324}",LINDEN BOULEVARD                ,BROOKLYN,11208.0,CRESCENT STREET,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,,,,,,,2019.0
41781,2018-06-18T00:00:00.000,2025-11-21 11:20:00,2402      ATLANTIC AVENUE               ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,3925115.0,Taxi,40.67611,-73.905594,"{'latitude': 40.67611, 'longitude': -73.905594}",,BROOKLYN,11233.0,,Unspecified,Bike,Unspecified,Station Wagon/Sport Utility Vehicle,,,,,2018.0
42096,2018-05-29T00:00:00.000,2025-11-21 14:53:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,3911255.0,Sedan,40.745975,-73.948074,"{'latitude': 40.745975, 'longitude': -73.948074}",21 STREET                       ,,,,Unspecified,Bike,Unspecified,Box Truck,,,,,2018.0
42296,2018-04-23T00:00:00.000,2025-11-21 22:38:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,3886477.0,Box Truck,40.844524,-73.902725,"{'latitude': 40.844524, 'longitude': -73.902725}",WEBSTER AVENUE                  ,,,CROSS BRONX EXPRESSWAY,Unspecified,Bike,,,,,,,2018.0
42566,2018-04-20T00:00:00.000,2025-11-21 21:37:00,75        LASALLE STREET                ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Reaction to Uninvolved Vehicle,3886232.0,Station Wagon/Sport Utility Vehicle,40.813347,-73.958626,"{'latitude': 40.813347, 'longitude': -73.958626}",,MANHATTAN,10027.0,,Unspecified,Bike,,,,,,,2018.0
43029,2018-01-26T00:00:00.000,2025-11-21 17:29:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,3835682.0,Tanker,40.684963,-73.935455,"{'latitude': 40.684963, 'longitude': -73.935455}",LEWIS AVENUE                    ,BROOKLYN,11221.0,JEFFERSON AVENUE,Unspecified,Bike,,,,,,,2018.0
43167,2017-12-19T00:00:00.000,2025-11-21 11:50:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3814211.0,Tractor Truck Diesel,40.71453,-73.9444,"{'latitude': 40.71453, 'longitude': -73.9444}",METROPOLITAN AVENUE             ,,,,Unspecified,Bike,,,,,,,2017.0
43365,2017-11-17T00:00:00.000,2025-11-21 14:43:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3794170.0,Sedan,40.719543,-73.85914,"{'latitude': 40.719543, 'longitude': -73.85914}",FLEET STREET                    ,QUEENS,11374.0,ALDERTON STREET,Unspecified,Bike,,,,,,,2017.0
43426,2017-11-28T00:00:00.000,2025-11-21 13:49:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3799402.0,Sedan,,,,11 AVENUE                       ,MANHATTAN,10001.0,WEST 30 STREET,Unspecified,Bike,,,,,,,2017.0
44109,2017-09-14T00:00:00.000,2025-11-21 17:45:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,3749952.0,Box Truck,40.718628,-74.00255,"{'latitude': 40.718628, 'longitude': -74.00255}",WALKER STREET                   ,MANHATTAN,10013.0,BROADWAY,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,,,,,,,2017.0
44253,2017-09-01T00:00:00.000,2025-11-21 18:17:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unsafe Speed,3742517.0,Sedan,40.607258,-73.96727,"{'latitude': 40.607258, 'longitude': -73.96727}",QUENTIN ROAD                    ,BROOKLYN,11223.0,OCEAN PARKWAY,Traffic Control Disregarded,Bike,,,,,,,2017.0
44277,2017-09-14T00:00:00.000,2025-11-21 07:16:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Traffic Control Disregarded,3750308.0,Sedan,40.663555,-73.93162,"{'latitude': 40.663555, 'longitude': -73.93162}",EMPIRE BOULEVARD                ,BROOKLYN,11213.0,UTICA AVENUE,Unspecified,Bike,,,,,,,2017.0
44508,2017-08-14T00:00:00.000,2025-11-21 07:30:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,3732510.0,Bus,40.643456,-73.972725,"{'latitude': 40.643456, 'longitude': -73.972725}",BEVERLEY ROAD                   ,BROOKLYN,11218.0,EAST 7 STREET,Unspecified,Bike,,,,,,,2017.0
45307,2017-06-12T00:00:00.000,2025-11-21 08:15:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Driver Inattention/Distraction,3690274.0,Bus,40.747204,-73.99711,"{'latitude': 40.747203999999996, 'longitude': -73.99711}",WEST 26 STREET                  ,,,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,,,,,,,2017.0
45423,2017-06-29T00:00:00.000,2025-11-21 00:07:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3701413.0,Box Truck,40.767815,-73.98951,"{'latitude': 40.767815, 'longitude': -73.98951}",10 AVENUE                       ,MANHATTAN,10019.0,WEST 55 STREET,Unspecified,Bike,,,,,,,2017.0
45544,2017-06-30T00:00:00.000,2025-11-21 03:28:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Traffic Control Disregarded,3702495.0,Station Wagon/Sport Utility Vehicle,40.694305,-73.91852,"{'latitude': 40.694305, 'longitude': -73.91852}",CENTRAL AVENUE                  ,BROOKLYN,11221.0,LINDEN STREET,Unspecified,Bike,,,,,,,2017.0
45638,2017-06-26T00:00:00.000,2025-11-21 06:45:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3699681.0,Taxi,40.716194,-73.996086,"{'latitude': 40.716194, 'longitude': -73.996086}",BOWERY                          ,,,CANAL STREET,Unspecified,Bike,,,,,,,2017.0
46286,2017-04-24T00:00:00.000,2025-11-21 23:08:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,3659156.0,Pick-up Truck,40.845985,-73.884476,"{'latitude': 40.845985, 'longitude': -73.884476}",EAST 180 STREET                 ,BRONX,10460.0,SOUTHERN BOULEVARD,Unspecified,Bike,,,,,,,2017.0
47140,2017-01-09T00:00:00.000,2025-11-21 16:42:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3595449.0,Box Truck,40.5916,-73.960686,"{'latitude': 40.5916, 'longitude': -73.960686}",AVENUE X                        ,,,,Unspecified,Bike,,,,,,,2017.0
47380,2016-12-15T00:00:00.000,2025-11-21 06:48:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Failure to Yield Right-of-Way,3580453.0,Concrete Mixer,,,,WEST 55 STREET                  ,MANHATTAN,10019.0,12 AVENUE,Passing or Lane Usage Improper,Bike,,,,,,,2016.0
48746,2016-09-05T00:00:00.000,2025-11-21 00:48:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3514410.0,Station Wagon/Sport Utility Vehicle,40.77164,-73.87285,"{'latitude': 40.77164, 'longitude': -73.87285}",GRAND CENTRAL PKWY              ,,,,Unspecified,Bike,,,,,,,2016.0
49014,2016-08-24T00:00:00.000,2025-11-21 06:36:00,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3506470.0,Sedan,40.761993,-73.75849,"{'latitude': 40.761993, 'longitude': -73.75849}",NORTHERN BOULEVARD              ,,,,Unspecified,Bike,,,,,,,2016.0
49037,2016-08-18T00:00:00.000,2025-11-21 23:24:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,3503160.0,Dump,40.663017,-73.94003,"{'latitude': 40.663016999999996, 'longitude': -73.94003}",LEFFERTS AVENUE                 ,BROOKLYN,11203.0,ALBANY AVENUE,Unspecified,Bike,,,,,,,2016.0
49724,2016-07-02T00:00:00.000,2025-11-21 02:37:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Failure to Yield Right-of-Way,3472763.0,2 dr sedan,40.71148,-73.9456,"{'latitude': 40.71148, 'longitude': -73.9456}",GRAND STREET                    ,,,,Unspecified,Bike,,,,,,,2016.0
50123,2016-06-07T00:00:00.000,2025-11-21 06:46:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Failure to Yield Right-of-Way,3457179.0,Tanker,40.697186,-73.92884,"{'latitude': 40.697186, 'longitude': -73.92884}",EVERGREEN AVENUE                ,BROOKLYN,11221.0,HART STREET,Unspecified,Bike,,,,,,,2016.0
50145,2016-06-11T00:00:00.000,2025-11-21 19:52:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Alcohol Involvement,3461814.0,Pick-up Truck,40.717186,-74.0129,"{'latitude': 40.717186, 'longitude': -74.0129}",WEST STREET                     ,MANHATTAN,10007.0,CHAMBERS STREET,Unspecified,Bike,,,,,,,2016.0
50818,2016-04-20T00:00:00.000,2025-11-21 07:59:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Alcohol Involvement,3419927.0,Tractor Truck Diesel,,,,6 AVENUE                        ,BROOKLYN,11217.0,STERLING PLACE,Unspecified,Bike,,,,,,,2016.0
50865,2016-04-15T00:00:00.000,2025-11-21 08:34:00,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Failure to Yield Right-of-Way,3421181.0,Sedan,,,,CLASSON AVENUE                  ,BROOKLYN,11238.0,LEXINGTON AVENUE,Unspecified,Bike,,,,,,,2016.0
50884,2016-04-27T00:00:00.000,2025-11-21 08:52:00,SOUTHERN BOULEVARD                      ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unspecified,3414479.0,Box Truck,,,,,,,,Unspecified,Bike,,,,,,,2016.0
51904,2024-09-13T00:00:00.000,2025-11-21 02:39:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4755430.0,Sedan,40.61139,-74.03648,"{'latitude': 40.61139, 'longitude': -74.03648, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BELT PARKWAY,,,,Unspecified,Bike,,,,,,,2024.0
52815,2024-10-19T00:00:00.000,2025-11-21 11:55:00,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4764528.0,Pick-up Truck,40.83136,-73.86816,"{'latitude': 40.831360000000004, 'longitude': -73.86816, 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COMMONWLTH AVENUE,BRONX,10472.0,WESTCHESTER AVENUE,Unspecified,Bike,,,,,,,2024.0
